sample_id,collection_date,dilution,name,site_name,sewershed_pop,RSV_num_wells,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_lci,RSV_gc_g_dry_weight_uci,RSV_gc_g_dry_weight_pmmov,RSV_gc_g_dry_weight_pmmov_lci,RSV_gc_g_dry_weight_pmmov_uci,RSV_gc_g_dry_weight_trimmed5,RSV_gc_g_dry_weight_trimmed5_pmmov
"146-230118","2023-01-18",1,"Boston, MA","Deer Island Treatment Plant",2400000,6,17234.389164595104,13656.994265913372,20680.598170998117,0.00006205611134986076,0.00004502664096464055,0.00007908558173508097,10114.058375436283,0.000032277716307606894
"146-230120","2023-01-20",1,"Boston, MA","Deer Island Treatment Plant",2400000,6,5417.4057480272095,3650.1653338775504,7321.733197278911,0.000004876965915372752,0.000002396763193560426,0.0000073571686371850785,7809.721279830508,0.000028742377271174635
"146-230123","2023-01-23",1,"Boston, MA","Deer Island Treatment Plant",2400000,6,2554.299538373206,612.1176472089313,4423.757869218501,0.000012000551444596197,0.000002509435929172923,0.00002149166696001947,7869.391812902495,0.00003172532284258009
"146-230125","2023-01-25",1,"Boston, MA","Deer Island Treatment Plant",2400000,5,10321.37787777778,7512.523894444445,13120.687672222224,0.00005145009424056398,0.00003583984606729545,0.0000670603424138325,5417.4057480272095,0.000012000551444596197
"88-220902","2022-09-02",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,5520.141124848486,2889.8900208484847,8407.281384727274,0.00002234446685591799,0.000007549272100065202,0.00003713966161177078,4205.928908444445,0.000016165340022280492
"88-220905","2022-09-05",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,0,0,0,0,0,0,4201.486504953929,0.000015481280547319333
"88-220906","2022-09-06",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,5,4205.928908444445,2143.417960888889,6718.000438222222,0.000016165340022280492,0.000005923389280189468,0.000026407290764371517,2800.9910033026194,0.000010320853698212888
"88-220907","2022-09-07",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,4197.044101463413,2795.805533658536,6003.043031544715,0.000014797221072358173,0.000008029790107659329,0.000021564652037057016,1399.0147004878045,0.000004932407024119391
"88-220912","2022-09-12",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,5,0,0,0,0,0,0,2800.9910033026194,0.000010320853698212888
"88-220914","2022-09-14",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,0,0,0,0,0,0,3284.5215424322487,0.00001302332927560006
"88-220916","2022-09-16",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,7950.0474900813,5631.852602276422,10744.63629701897,0.000029017346938341408,0.00001723381671282692,0.000040800877163855896,3578.1545771296296,0.000010495966418848395
"88-220919","2022-09-19",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,5656.5205258333335,3768.0144108333334,8090.540766666667,0.000024272766754442007,0.000012501257730750435,0.000036044275778133574,6228.170407156729,0.00002016841539829553
"88-220921","2022-09-21",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,5077.943205555555,3113.771478888889,7733.786272222219,0.000007215132502103176,0.0000022338457509964884,0.000012196419253209864,6228.170407156729,0.00002262367261250831
"88-220926","2022-09-26",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,16325.585048888886,12802.347431111111,19481.761368888885,0.00008094866846581184,0.000060940742263616995,0.00010095659466800668,5116.570732413076,0.000020968929267959192
"88-220928","2022-09-28",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,4476.528604129792,1862.7557427728614,7031.762846017699,0.000014580904144741516,0.000004559894012028004,0.000024601914277455028,8672.925573431594,0.000024640000369154432
"88-220930","2022-09-30",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,4615.24846585034,2908.444999546485,6784.501259319728,0.00002405311690469406,0.000011961196645282205,0.00003614503716410591,10190.803420082158,0.000025971179324943887
"88-221003","2022-10-03",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,30654.255351898733,24236.7756556962,37637.642167088605,0.00003528598005802772,0.000025313624605586416,0.00004525833551046902,10305.54238050544,0.000025971179324943887
"88-221005","2022-10-05",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,5,9631.576745507247,5142.06419826087,15384.359640579714,0.000018574441012109886,0.000006974594177218555,0.00003017428784700122,12733.66566122199,0.00003285666857672067
"88-221007","2022-10-07",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,3,16669.80193015873,9526.88033015873,23571.889870899464,0.00005309373213656104,0.000026993135392261646,0.00007919432888086044,19741.22519668582,0.00004253687365400966
"88-221009","2022-10-09",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,11899.618308,8349.470297333333,16337.083773333334,0.00003923090876744022,0.00002311055601841573,0.00005535126151646471,23184.170929059444,0.0000650212707439453
"88-221011","2022-10-11",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,40983.0925490196,33338.2358745098,49716.949458823525,0.00012206173483597256,0.00009134944108904864,0.00015277402858289646,24424.68461835495,0.00007714894901488045
"88-221017","2022-10-17",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,3,52918.21862146893,43045.91410621469,64197.437911864414,0.00010273917132783463,0.00007325865044898151,0.00013221969220668776,31775.11295801398,0.0001001382832480176
"88-221019","2022-10-19",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,3,15621.159375886526,11363.412750827423,20829.295432624112,0.00007561394358024566,0.00002317999890933556,0.00012804788825115576,36615.09169188153,0.0001098819369201314
"88-221024","2022-10-24",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,3,38721.0869491358,31754.401880493824,46640.819974320984,0.00013095387805673697,0.00009768447534049346,0.00016422328077298048,38309.29142402651,0.00010036549835750669
"88-221026","2022-10-26",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,30141.095577489177,24172.71477748918,37019.52731428572,0.00010484490459658702,0.000060249378605564955,0.00014944043058760909,38309.29142402651,0.00010977040060047415
"88-221028","2022-10-28",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,2,46065.69174545455,31515.06004848485,59891.85246060606,0.00009351241914809844,0.00006124072925329006,0.00012578410904290683,38309.29142402651,0.00010977040060047415
"88-221030","2022-10-30",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,101124.18300653595,87947.71241830065,123398.6928104575,0.00019664187851746586,0.00012693758755267235,0.0002663461694822594,38004.75535159853,0.00011335867919975413
"88-221031","2022-10-31",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,0,0,0,0,0,0,34036.70811079295,0.0000994077029805964
"88-221102","2022-11-02",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,37807.47873185184,32082.694249876542,44372.01229432098,0.00014171871385457692,0.0000902868544245023,0.00019315057328465153,40624.96703805026,0.00013378418943705222
"88-221104","2022-11-04",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,18236.953855072457,12112.49079806763,24243.258048309173,0.00006299197593911389,0.000035447335129298215,0.00009053661674892956,32485.741301294456,0.0000941910478415638
"88-221107","2022-11-07",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,65830.46852722646,58955.07851399489,73154.99303409668,0.00023064172641924842,0.00019729334150633815,0.0002639901113321587,48350.246192012455,0.00014800065928640582
"88-221109","2022-11-09",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,41412.79131695907,33164.44262923976,50244.49866666667,0.0000778624537310006,0.000059510494421601165,0.00009621441304040004,51400.97110275718,0.00017764166347462962
"88-221110","2022-11-10",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,3,70081.98326857142,60838.016329142854,81149.15395047619,0.00022442081027363993,0.00016175872701387748,0.00028708289353340235,60957.368419961305,0.00021215224621147323
"88-221114","2022-11-14",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,46959.65346408602,41147.05157505376,52731.61857376343,0.00046942080739569974,0.00036646907366209554,0.0005723725411293039,61600.76197120328,0.00018521841726758305
"88-221116","2022-11-16",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,72091.09296700335,63213.27132659931,81765.24230033669,0.00018139420194153132,0.00014992449558317802,0.00021286390829988462,61600.76197120328,0.00018521841726758305
"88-221118","2022-11-18",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,5,67760.64918095239,58285.56938412699,78211.78436825397,0.00014984023958757796,0.00011794295683368602,0.0001817375223414699,54351.43608245242,0.00017271932775736197
"88-221127","2022-11-27",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,31691.520600493823,26598.11561876543,37024.07177481481,0.00012033508165243653,0.00009589690028909462,0.00014477326301577843,49262.05846125501,0.0001505231743938486
"88-221130","2022-11-30",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,48334.00560231883,41777.0828057971,55771.54297507246,0.00018692354174297657,0.0001489425068843321,0.00022490457660162102,37993.780703353004,0.00012224260569698335
"88-221209","2022-12-09",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,3,26685.05244444444,15129.203599999999,39955.95375555556,0.00008664965019022468,0.00004035107372635366,0.0001329482266540957,37993.780703353004,0.00012705223232487562
"88-221212","2022-12-12",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,33955.815907246375,27374.687397101447,40900.188939130436,0.00009655249585093554,0.00006533522053331688,0.00012776977116855422,37392.2310281884,0.0001233720631874229
"88-221214","2022-12-14",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,4,54801.5480802168,41499.274857452576,63558.506128997295,0.0001642691194712548,0.00009015641623704046,0.00023838182270546915,30175.91330889694,0.00010164140852082295
"88-221215","2022-12-15",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,29886.871575,20759.84205,38329.55658333333,0.00010929457424007834,0.00007234338621927783,0.00014624576226087885,29244.08533579153,0.00010164140852082295
"88-221220","2022-12-20",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,23889.568525128205,19664.09805128205,28681.847991794868,0.00009907715547145499,0.0000730044293622411,0.0001251498815806689,29636.2306785868,0.00012421361639426272
"88-221227","2022-12-27",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,10350.69025497076,6350.201472748537,14451.487026900582,0.00004059688432755835,0.000014216705688026909,0.00006697706296708979,29636.2306785868,0.00009726467270031217
"88-230104","2023-01-04",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,35132.251935632186,25367.599797701147,44934.322096551725,0.00017879333978490448,0.00009424847137080416,0.0002633382081990048,29890.610720136505,0.0001158923777356633
"88-230106","2023-01-06",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,40532.955904526745,33800.08194897119,47982.34931358025,0.00008342228838940314,0.00006548592885505333,0.00010135864792375295,33879.90687312244,0.00013316803929526365
"88-230109","2023-01-09",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,30650.011699649116,26155.163946666664,35127.9108154386,0.00016517768934613174,0.00013197922365704986,0.00019837615503521362,33879.90687312244,0.00013316803929526365
"88-230111","2023-01-11",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,2,35857.45698408602,28254.348999569895,44716.69761376345,0.00015090414015025608,0.00009943687858927391,0.00020237140171123824,25782.450407949378,0.00009878855931943105
"88-230119","2023-01-19",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,9269.853292307693,6841.829606340327,12214.009301631702,0.00005160994479110466,0.00002966781696775417,0.00007355207261445514,17385.325769493353,0.00009516920142462761
"88-230120","2023-01-20",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,10839.882540112994,6158.905514124293,16547.89811525424,0.00006203924941863392,0.000026955234296101172,0.00009712326454116667,10258.606300379544,0.00006207113630491047
"88-230123","2023-01-23",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,10666.083068717946,7467.971092512819,13907.985197948714,0.00007256421470499282,0.000044760564288922506,0.00010036786512106314,9967.96818051282,0.00005682459710486929
"88-230125","2023-01-25",1,"Portland, ME","Portland Water District (East End Wastewater Treatment Facility)",65000,6,6121.877059784946,2942.0817410752684,9262.688060215052,0.00004744454721333334,0.000019321866697688874,0.0000755672277289778,10666.083068717946,0.00006203924941863392
"26-220224","2022-02-24",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,"","","","","","","","",""
"26-220303","2022-03-03",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,3,0,0,0,0,0,0,0,0
"26-220310","2022-03-10",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,3,0,0,0,0,0,0,0,0
"26-220317","2022-03-17",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,3,0,0,0,0,0,0,0,0
"26-220324","2022-03-24",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,3,0,0,0,0,0,0,0,0
"26-220329","2022-03-29",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220405","2022-04-05",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220412","2022-04-12",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,4388.665905630397,2695.1919154404145,6138.180205872192,0.000017461887331334665,0.000008116259195322982,0.000026807515467346347,0,0
"26-220420","2022-04-20",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,0,0,0,0,0,0,1139.55808,0.0000058206291104448885
"26-220426","2022-04-26",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,1139.55808,0.0000058206291104448885
"26-220503","2022-05-03",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,3418.67424,1500.7020054237287,5009.182427118644,0.00003602272610548023,0.000012882137814413662,0.00005916331439654679,0,0
"26-220510","2022-05-10",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,0,0,0,0,0,0,0,0
"26-220517","2022-05-17",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220526","2022-05-26",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,4,0,0,0,0,0,0,0,0
"26-220602","2022-06-02",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220609","2022-06-09",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,2187.9179172254335,1256.4037808092485,3494.6834879383428,0.000025542503984309717,0.000009046056355184822,0.00004203895161343461,0,0
"26-220616","2022-06-16",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220623","2022-06-23",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220628","2022-06-28",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220707","2022-07-07",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220714","2022-07-14",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,2012.5339726868683,1045.8401958787879,3445.4906828282824,0.00001149724380189905,-2.26249044568255e-7,0.000023220736648366355,0,0
"26-220721","2022-07-21",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220728","2022-07-28",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,0,0,0,0,0,0,0,0
"26-220803","2022-08-03",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220811","2022-08-11",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,0,0,0,0,0,0,0,0
"26-220818","2022-08-18",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220825","2022-08-25",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220901","2022-09-01",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,0,0
"26-220907","2022-09-07",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,0,0,0,0,0,0,777.5979883921568,0.000004338751715917722
"26-220915","2022-09-15",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,2697.0618396019895,1304.0458388059699,4307.918880796019,0.000013016255147753166,0.000004313185000183488,0.000021719325295322844,1676.61860159282,0.000010713980247399065
"26-220922","2022-09-22",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,2332.7939651764705,1339.597795764706,3726.089935686274,0.00001912568559444403,0.000006948673615802329,0.000031302697573085734,2957.081663253101,0.00001667639397789783
"26-220929","2022-09-29",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,8562.818275058276,6400.298405594406,11165.421046153846,0.000046060276736033905,0.000029259207654855803,0.000062861345817212,4715.426279512107,0.000027291549537823494
"26-221006","2022-10-06",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,3841.389184980843,2469.3496380076626,5646.912987586207,0.000017887241191496283,0.000008946831958583285,0.00002682765042440928,5955.17095101498,0.0000366825613860027
"26-221013","2022-10-13",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,7607.827813953488,3255.295430077519,10963.568390697674,0.00004486172182753016,0.00001766178975907423,0.00007206165389598608,7423.019443888544,0.00004658168975792909
"26-221020","2022-10-20",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,6416.29585411061,4795.865269955157,8366.50138594918,0.00005186673099077681,0.000034257135023576054,0.00006947632695797756,6076.237453582341,0.00004157265536830503
"26-221027","2022-10-27",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,8244.934663601533,5878.52613210728,10698.045351724139,0.000048823070710223196,0.000029818861036508665,0.00006782728038393773,7423.019443888544,0.00004851717450951005
"26-221103","2022-11-03",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,4204.588692682926,2682.75054504065,6013.834379837397,0.000031033173567161734,0.000010679401088504071,0.0000513869460458194,8987.601206296204,0.00007466406864930293
"26-221110","2022-11-10",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,12301.57310117647,9555.250058039215,16199.611212549018,0.0001233024042469088,0.00005640455913408945,0.00019020024935972817,11190.685811539757,0.00008048911584639133
"26-221117","2022-11-17",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,19025.873745454544,15394.064096969698,22996.215556177158,0.0001358924335064339,0.00007257169160805753,0.00019921317540481028,13375.612653077122,0.00009907961352021387
"26-221122","2022-11-22",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,13025.549669841268,10117.590425396827,16443.982958730157,0.00006934187258204195,0.000048933386482631665,0.00008975035868145224,13841.8142136135,0.00010885289723699548
"26-221128","2022-11-28",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,14799.71518821363,11101.891323756907,18455.73193664825,0.00010459456373169087,0.00006764091876825356,0.00014154820869512818,13841.8142136135,0.00009086605334870652
"26-221206","2022-12-06",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,13700.1777827856,11235.432633489827,16502.001287010953,0.00009866172373238675,0.00007502480967738259,0.0001222986377873909,13059.04606016524,0.00008208828202605554
"26-221213","2022-12-13",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,7812.909075087718,5752.3451340350875,10007.982922105262,0.00004448403676017123,0.00002313941142866085,0.00006582866209168162,11321.499195247388,0.00007380233675209863
"26-221220","2022-12-20",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,12451.410727868852,9985.850806557377,15292.9128859745,0.0000782612497637379,0.00005429621728664694,0.00010222628224082887,8845.139286763302,0.00005273572732874429
"26-230103","2023-01-03",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,2886.6455345077716,1017.8649157858375,4684.08958507772,0.000010172606186114681,0.0000022373061088510956,0.000018107906263378267,5736.211379982326,0.00003702255565031387
"26-230111","2023-01-11",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,6271.098057333334,4309.659699333334,8475.508293333334,0.00003546189546232376,0.000021525437984920238,0.000049398352939727286,4697.86253242963,0.00003329181509538519
"26-230119","2023-01-19",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,3124.6270075259254,2141.9131316148146,4370.230215585186,0.00003112173472844662,0.00001749043231444707,0.000044753037142446166,3124.6270075259254,0.00003112173472844662
"67-220815","2022-08-15",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,8003.748011034483,5421.9426777011495,10672.03831724138,0.00003131608742043229,0.000013072076282693815,0.00004956009855817077,20275.65095284552,0.00003131608742043229
"67-220817","2022-08-17",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,20275.65095284552,16856.185788617884,24063.360403252023,0.00009187154492594776,0.00007172517733153064,0.00011201791252036489,16053.61495010697,0.000030192526468836833
"67-220819","2022-08-19",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,21817.870014358974,16947.137394871792,27543.542317948715,0.000021435464410702498,0.000014654234428828474,0.000028216694392576522,17975.03330485764,0.00003628711220904089
"67-220822","2022-08-22",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,11831.57894736842,6526.315789473683,16982.456140350878,0.000029068965517241377,0.000015032104637336503,0.00004310582639714625,17975.03330485764,0.00004334035307966218
"67-220824","2022-08-24",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,45438.61889523808,30613.237904761896,61947.964495238084,0.00004847628368944899,0.000028033115957034,0.00006891945142186397,20487.916575257448,0.00004334035307966218
"67-220826","2022-08-26",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,9266.673070753512,6696.367325670497,11333.301149425288,0.00005247581003229618,0.00003647757012967142,0.00006847404993492093,26094.06116696235,0.0000553438540957848
"67-220829","2022-08-29",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,4,27814.300764044947,21670.74153707865,33556.85601797753,0.00008206297008404123,0.00005847638020176355,0.0001056495599663189,25239.092541424052,0.0000553438540957848
"67-220831","2022-08-31",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,5,38636.30378947369,31289.878638596496,47052.16592280703,0.00006507946856560924,0.000047462669423929464,0.000082696267707289,19219.376942463685,0.00006016115218459849
"67-220902","2022-09-02",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,4445.272150894309,1431.4323907642274,7170.80046308943,0.000025190347017747096,0.000007285158813578942,0.00004309553522191525,21913.278991280615,0.00005430793012175129
"67-220906","2022-09-06",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,20577.156992592594,16103.703659259258,25812.14242962963,0.00006292817795589007,0.000030096641524316204,0.00009575971438746394,14499.967935368195,0.000043773462208823904
