sample_id,collection_date,dilution,name,site_name,sewershed_pop,N_Gene_num_wells,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_lci,N_Gene_gc_g_dry_weight_uci,N_Gene_gc_g_dry_weight_pmmov,N_Gene_gc_g_dry_weight_pmmov_lci,N_Gene_gc_g_dry_weight_pmmov_uci,N_Gene_gc_g_dry_weight_trimmed5,N_Gene_gc_g_dry_weight_trimmed5_pmmov
"30-220626","2022-06-26",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,209814.7512643678,190334.82427586208,229296.4540689655,0.0006076033915588589,0.0004920287758125693,0.0007231780073051485,269386.09926349204,0.0008779270322830784
"30-220628","2022-06-28",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,305519.30838095245,279699.6660952381,331341.8796190477,0.00045815462464235363,0.00040091849586971215,0.0005153907534149951,248701.6654639456,0.0006960785082248841
"30-220630","2022-06-30",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,360555.5414718615,319780.85347186157,397680.34036363644,0.0009005916427839175,0.0003977452147119967,0.0014034380708558385,290230.76871418714,0.0005745295429095489
"30-220703","2022-07-03",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,223392.901877551,201274.67720272107,245513.05970068023,0.0005800404903318758,0.0004951067375239116,0.00066497424313984,290230.76871418714,0.0005247132872707137
"30-220705","2022-07-05",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,341780.0958840579,321208.9262608696,362354.4168115942,0.0005359447468379117,0.00047550744544293873,0.0005963820482328847,297799.6156686844,0.0006721922933179018
"30-220707","2022-07-07",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,0,0,0,0,0,0,297799.6156686844,0.0007149680010531684
"30-220710","2022-07-10",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,328225.8492444444,305531.39579259255,353855.302637037,0.0010289187659897178,0.0009134959503485755,0.0011443415816308601,352899.28780366277,0.0008805039120857817
"30-220712","2022-07-12",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,565210.080627451,503611.19686274516,626141.0183529413,0.0010766482234297156,0.000856352123342813,0.0012969443235166184,341794.58024339407,0.0009690736677491524
"30-220714","2022-07-14",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,388691.9182824859,314485.30205649714,461145.778079096,0.0011918939417913039,0.0008719648886504296,0.0015118229949321782,376343.6576200879,0.0010136359632619762
"30-220717","2022-07-17",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,308465.97320325195,258278.8699837398,360316.2068292682,0.0008016540138280239,0.0006153861614647063,0.0009879218661913414,383213.9955523392,0.0009378810458747448
"30-220719","2022-07-19",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,412113.2053333333,386662.33020576136,436897.2150781893,0.000935340900366495,0.0008241240682817777,0.0010465577324512124,348664.91817564546,0.0008800852126292276
"30-220721","2022-07-21",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,348836.86304119846,320091.41896629217,377642.74229213485,0.000615784448466645,0.0005484556379237651,0.0006831132590095248,277256.94926128146,0.0008186609427717435
"30-220724","2022-07-24",1,"South, Orange County, FL","South Water Reclamation Facility",183009,4,119351.35135135136,104936.93693693694,133765.76576576577,0.0009032607236931637,0.00034334240418957857,0.001463179043196749,229120.93838400696,0.0008074272909341231
"30-220726","2022-07-26",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,174468.01153939392,160140.64446060607,189878.68334545454,0.0007510680907940427,0.0006532615151870114,0.000848874666401074,166771.14225916305,0.000711601865858617
"30-220728","2022-07-28",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,164057.94057142854,147991.77078857142,179630.29775238092,0.0007679530583151632,0.0006543657310046269,0.0008815403856256994,166277.67841747738,0.0006809984936754069
"30-220731","2022-07-31",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,161787.47466666668,146635.34694814816,176940.91792592593,0.0005239743319170151,0.0004548264362224694,0.0005931222276115609,166277.67841747738,0.0005486152013641356
"30-220802","2022-08-02",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,172987.62001433692,158622.55025089605,187354.22118996416,0.00023563316608645499,0.00017890264156872102,0.0002923636906041889,158434.70736662796,0.0004290003142740776
"30-220804","2022-08-04",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,149458.7068617886,135700.5204552845,163218.1027642276,0.00037080318138134886,0.000301759942121359,0.00043984642064133874,154695.06033170733,0.0004099145148177845
"30-220807","2022-08-07",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,65312.12506666668,53137.818977777795,77883.70274074074,0.00039222342952386876,0.0002956956336899358,0.0004887512253578017,125327.11443659618,0.0003455528270129941
"30-220809","2022-08-09",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,152838.99946666663,135278.49834666666,168606.42752,0.00046671693354813576,0.00036996049153656494,0.0005634733755597066,125327.11443659618,0.0004099145148177845
"30-220811","2022-08-11",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,73683.63698133331,65479.71090133332,82546.50751999998,0.0002736318701337646,0.00023103440947075033,0.00031622933079677887,131459.00508692846,0.0005226178258239467
"30-220814","2022-08-14",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,235042.7168945147,217376.8216033755,252710.5918649789,0.0007089131143998357,0.0005632823042494449,0.0008545439245502265,141885.08543471445,0.0004830873060272453
"30-220816","2022-08-16",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,167854.37881278538,152595.5723105023,183114.56131506848,0.0008726520710422139,0.0007522593334521661,0.0009930448086322618,169286.3245773305,0.0006183990185252714
"30-220818","2022-08-18",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,104961.87802469135,95131.70336790122,114792.87091358023,0.00017942017411633652,0.00015852838948087297,0.00020031195875180006,169286.3245773305,0.0005954204623899953
"30-220821","2022-08-21",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,771787.0075555554,731392.9133333332,812187.3537777778,0.001638227138679245,0.0014520143622508007,0.0018244399151076895,124629.64214457362,0.0006084821949370781
"30-220823","2022-08-23",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,34864.00661818182,26595.812860606056,43710.242618181815,0.0002046962017279361,0.00014290615629148365,0.00026648624716438853,154545.08495108623,0.0007129989695159426
"30-220825","2022-08-25",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,101072.66959624413,88820.23806197183,114403.90823661974,0.0007480983120410842,0.000606580496923512,0.0008896161271586563,151950.74995166084,0.0007248033353092104
"30-220828","2022-08-28",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,257600.7072323232,237236.65874747475,277966.93284848484,0.0011862023947788077,0.0010329435348874517,0.0013394612546701636,104100.43579387787,0.00046394398694377576
"30-220830","2022-08-30",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,97178.8730264151,87603.94090062894,106754.57891823899,0.0002401092991077393,0.00020976613812941135,0.00027045246008606724,104822.12039001111,0.00046394398694377576
"30-220901","2022-09-01",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,114049.76475897436,105005.45009230767,123094.92061538462,0.00040362434968250387,0.00035778712118406824,0.0004494615781809395,103524.18820006809,0.00028488539342955897
"30-220904","2022-09-04",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,99343.92681481484,86051.6406814815,113036.90628148153,0.0002109225314984337,0.00017511629197950948,0.0002467287710173579,95647.12189416659,0.00028488539342955897
"30-220906","2022-09-06",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,35611.052440579704,29125.66281739131,43111.53853913044,0.0001134824439910746,0.0000859010578398391,0.00014106383014231012,82808.8364058294,0.000305875985872223
"30-220908","2022-09-08",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,90418.56584126984,80005.8501079365,101698.51969523808,0.00046212508297397694,0.00038248572393784664,0.0005417644420101073,62935.00634386806,0.00022236777090387828
"30-220911","2022-09-11",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,58664.01656140351,49898.289796491226,68401.33249122807,0.0003030810764357314,0.00023835413406674664,0.0003678080188047162,62935.00634386806,0.00030610195472905935
"30-220913","2022-09-13",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,39722.436628930824,31300.72466918239,49534.908638993715,0.00015309970477746975,0.00010768912366115951,0.00019851028589378,72439.89698056014,0.000421199315424075
"30-220915","2022-09-15",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,141217.68082962962,126672.50255238095,156837.3220910053,0.000543952270987902,0.00035921771755072327,0.0007286868244250808,59028.45316029946,0.000385384936347559
"30-220918","2022-09-18",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,68237.10853900708,50927.162167375885,82192.4750751773,0.0004983917868625167,0.00033626583418787457,0.0006605177395371588,54982.00372298575,0.0004162429044723406
"30-220920","2022-09-20",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,50184.23438048781,31558.903258536586,67297.80368130082,0.0003546819457444288,0.00019802413828799001,0.0005113397532008676,66773.14603254566,0.0004793330128868317
"30-220922","2022-09-22",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,46524.66824946237,37500.0687139785,56893.03592258065,0.0003956549808100762,0.00028260112032032255,0.0005087088412998299,66773.14603254566,0.0004162429044723406
"30-220925","2022-09-25",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,81898.09517814206,64474.913591256816,99157.84409180327,0.0006088918550040566,0.00042460895477817735,0.0007931747552299358,67540.64407509884,0.0003191370152953311
"30-221002","2022-10-02",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,82331.66245925926,71669.32121058201,94004.17186878306,0.00009386092650296862,0.00007771670127983639,0.00011000515172610086,66320.78869809036,0.0002329800271269267
"30-221004","2022-10-04",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,70539.60266666666,59947.48555698925,81810.16676129031,0.00020707411933148812,0.000160799117247042,0.0002533491214159342,71896.06044341823,0.00020706281217599406
"30-221007","2022-10-07",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,23899.708476190473,16638.907647619042,31927.083219047614,0.00009621098123921563,0.00005692127708398983,0.00013550068539444144,69283.43404196105,0.00019506103200102724
"30-221009","2022-10-09",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,63250.48348544601,50660.41095211268,76793.8139342723,0.00031790333595727846,0.00023114730381183817,0.00040465936810271875,56564.41407949922,0.00020695653152929538
"30-221011","2022-10-11",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,74060.21597377048,61699.27316284152,86041.07528743168,0.00028189799543237794,0.00022222491497398642,0.00034157107589076946,57737.95184853382,0.00021170982502716296
"30-221013","2022-10-13",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,35903.15608638497,29076.506831924886,43723.52725633803,0.00013189747982402008,0.00009798072789237724,0.00016581423175566291,70666.21907421912,0.0002737117770715825
"30-221016","2022-10-16",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,74687.95776344085,61574.47958709677,94018.91564731182,0.00022133399982509093,0.00015544889311260908,0.0002872191065375728,65208.799851930184,0.00021432694189304027
"30-221018","2022-10-18",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,104136.90408888888,89725.87851111109,120015.88608888887,0.00036657456119979463,0.0002929961307760808,0.0004401529916235085,62348.25314410415,0.0002425524638155125
"30-221020","2022-10-20",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,46878.22581857922,37693.68552568305,56465.2740021858,0.00013974883042165188,0.00010541836515634559,0.00017407929568695818,71096.80243212079,0.00032829938352530466
"30-221023","2022-10-23",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,65478.57585029239,52540.09313684211,77709.1645380117,0.0003969895895510285,0.00022918818681380335,0.0005647909922882536,68130.64824084398,0.0003524524516791314
"30-221025","2022-10-25",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,73123.87368262911,62899.01644319249,84401.94107793429,0.0004567937304144654,0.0003627154924167567,0.0005508719684121741,68130.64824084398,0.00033791029885079656
"30-221027","2022-10-27",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,65789.4951896104,53055.45774545454,80876.70132640692,0.0002937932042865711,0.0002032995769257681,0.0003842868316473741,68130.64824084398,0.0003698065953108554
"30-221030","2022-10-30",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,88650.84525948716,77169.90739692307,101219.5782728205,0.0003229481027147901,0.0002519042572537869,0.0003939919481757933,75572.1122487263,0.000389741308932001
"30-221101","2022-11-01",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,63725.7810245614,51310.3133754386,77144.60607719298,0.00038948209366674756,0.00026359624129988096,0.0005153679460336142,80747.76944101232,0.0003543863969773093
"30-221103","2022-11-03",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,87802.9678739394,75263.03493818181,101664.95352242424,0.0006106871621563753,0.00040646903132116974,0.0008149052929915809,80059.86471932933,0.0003852975562649622
"30-221106","2022-11-06",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,96035.97200410254,81847.18107897435,111840.3508184615,0.00035072899455039025,0.00025520260804570217,0.00044625538105507834,82521.57363420112,0.0004010247331683818
"30-221110","2022-11-10",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,52342.02785700482,40185.40773719805,64001.401259903374,0.00041568158057774885,0.00018280568327374048,0.0006485574778817572,78726.98924501559,0.00038810703346292937
"30-221113","2022-11-13",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,123955.63312941174,109579.79687843137,139537.9982745098,0.000397910525260649,0.0003320560125210127,0.0004637650380002853,64509.206902722064,0.0003631058213037916
"30-221115","2022-11-15",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,29221.77660289855,23238.232173913042,35742.386527536226,0.00016965032134235323,0.00011942697279424055,0.0002198736698904659,73815.76061115846,0.0003847566833129112
"30-221117","2022-11-17",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,45149.620847058824,37294.35041568628,54039.16975686274,0.0003406779441003356,0.00023795807741474554,0.0004433978107859257,72209.1302468115,0.000382648805678999
"30-221120","2022-11-20",1,"South, Orange County, FL","South Water Reclamation Facility",183009,1,273038.98591016553,236991.86428368802,312583.54458628845,0.0004651136232117817,0.00038456475871358176,0.0005456624877099816,87872.11765446789,0.0004050498383293766
"30-221127","2022-11-27",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,47522.136763963965,37539.714090090085,57257.46326486486,0.00040935794767601254,0.0002971879834779747,0.0005215279118740504,113736.87375236186,0.0004539455981077617
"30-221129","2022-11-29",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,170944.59535238091,154864.2113523809,187026.4326095238,0.000563759309530514,0.0004892226450102005,0.0006382959740508275,155860.88293139896,0.0005054127187259288
"30-221201","2022-12-01",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,122743.88914074075,109155.39000000001,137139.48814814817,0.00048736522343549094,0.0004089492245919675,0.0005657812222790143,155860.88293139896,0.000547544006348336
"30-221204","2022-12-04",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,173894.16430107525,156640.5142537634,192372.7220645161,0.000591507486079003,0.0004969059369271095,0.0006861090352308965,160891.71483080252,0.0005742907251253567
"30-221206","2022-12-06",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,185229.4697411765,166427.76190326796,206212.21205751636,0.0007022862941698963,0.0005726000477092882,0.0008319725406305045,165653.33962706767,0.0006204663866718175
"30-221208","2022-12-08",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,137836.38483895134,124366.53171535581,152247.36814981274,0.0005676053797665531,0.0004752226880174181,0.000659988071515688,167799.94518409728,0.00080805726121239
"30-221211","2022-12-11",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,384604.29695019155,363072.216275862,406139.6222528735,0.001439060199730822,0.0013045315913379116,0.0015735888081237323,238036.65606713606,0.000985110082735056
"30-221213","2022-12-13",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,144276.20151004015,130582.74056224899,157970.9186827309,0.0011303780033882708,0.0008884682542763405,0.001372287752500201,222238.9610997277,0.0009402164446006082
"30-221215","2022-12-15",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,615165.7452420092,570758.3492968038,657995.9120365297,0.0011226659506470007,0.0009232951856853254,0.001322036715608676,240658.3090197552,0.0009516192235352437
"30-221218","2022-12-18",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,76203.22955611814,66504.33762025317,86803.81453502108,0.0004921761036059079,0.0003909359071038746,0.0005934163001079411,249947.22101843683,0.0009516192235352437
"30-221226","2022-12-26",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,193094.4285990338,174864.24842512075,210866.9189565217,0.0006018137165704601,0.0004564060223825892,0.000747221410758331,265134.0545891642,0.0008963967957213377
"30-230102","2023-01-02",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,412471.0329462366,386012.74391397845,438932.7674838709,0.0012671612142205744,0.0011091493906162167,0.001425173037824932,178499.30968115944,0.0008398453477746235
"30-230103","2023-01-03",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,189836.70222222223,170948.01679012345,208726.92997530865,0.0009647107199465525,0.0008136420681000539,0.0011157793717930511,265134.0545891642,0.001040133244214627
"30-230105","2023-01-05",1,"South, Orange County, FL","South Water Reclamation Facility",183009,5,152566.79822222222,139627.0105263158,165508.10292397664,0.0009530116068068579,0.0007510191001269615,0.0011550041134867543,251624.84446356035,0.001040133244214627
"30-230108","2023-01-08",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,455140.46196825395,420131.68330158724,490153.2975238095,0.0012026774058904702,0.0010485731516250085,0.001356781660155932,156551.72233172305,0.0008376332802184819
"30-230110","2023-01-10",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,49583.98001038961,42084.39253333334,57927.016062337665,0.00026684307421064664,0.000208745545290986,0.00032494060313030727,116355.30074392346,0.0006937567878670947
"30-230112","2023-01-12",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,127251.66655072465,113548.58978550725,140700.4093913044,0.0005951775139020354,0.0005068202686795308,0.00068353475912454,91194.65165339918,0.0005045310028031072
"30-230115","2023-01-15",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,69247.43745882352,61908.969694117644,77144.94537254902,0.0005330812428923909,0.00044801392486173454,0.0006181485609230473,70655.37173014175,0.0004985157466370648
"30-230117","2023-01-17",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,77084.85095064936,66371.07551861473,89986.85894372295,0.0003853342516148951,0.0002843798230205407,0.00048628868020924947,77072.39194410131,0.0005304107910832733
"30-230119","2023-01-19",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,65633.82678095238,56490.678641269835,75322.50692063491,0.0005771317454039087,0.00035197803114439357,0.0008022854596634238,70655.37173014175,0.000466478293153602
"30-230122","2023-01-22",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,84884.88742283106,73586.12861369865,97286.58145022832,0.00048101938495352,0.00038400145726845403,0.000578037312638586,71359.33886580088,0.00043317681828420755
"30-230124","2023-01-24",1,"South, Orange County, FL","South Water Reclamation Facility",183009,6,41255.860097354496,33086.5193989418,50670.8912084656,0.000198103596504065,0.00009008088907594687,0.0003061263039321831,65633.82678095238,0.00048101938495352
"47-220628","2022-06-28",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,266689.5548289855,237319.57036521734,293078.28155362315,0.0005807163345062102,0.0005024105485658924,0.000659022120446528,646632.9504000001,0.0005807163345062102
"47-220629","2022-06-29",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,646632.9504000001,613017.612088889,689196.607762963,0.0006540535651806568,0.0005978555731698843,0.0007102515571914292,518282.6528410257,0.0005582514163100493
"47-220630","2022-06-30",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,685195.5946666666,619268.1097634408,737817.9898494623,0.0005357864981138885,0.0004067803038199756,0.0006647926924078013,434418.2868370123,0.0005155578464862468
"47-220705","2022-07-05",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,9,389932.35528205126,354817.6757606838,429577.8193504274,0.00035624706590306867,0.0003129394135953882,0.0003995547182107491,420082.527114267,0.0005245429967347636
"47-220706","2022-07-06",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,223682.27566074947,204843.5850729783,240967.6395424063,0.0004301707068386416,0.0003701606314981663,0.0004901807821791169,278724.1992184815,0.0005209760958840731
"47-220708","2022-07-08",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,222557.96671264365,165402.14933333333,258053.52744827585,0.000607671785251761,0.0003811672878175636,0.0008341762826859585,278724.1992184815,0.0005256215497063016
"47-220711","2022-07-11",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,176568.43543502825,130578.44519774013,191132.54011299435,0.0005969710826996891,0.0003709414321873846,0.0008230007332119936,273262.9564300199,0.000584788575844008
"47-220712","2022-07-12",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,512434.70673504256,468798.6456068376,554035.0237264958,0.0005497228595805742,0.0004587527955833515,0.000640692923577797,311772.2107223149,0.000584788575844008
"47-220714","2022-07-14",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,373548.62691666663,355169.21683333337,391931.49408333335,0.0006872122536755018,0.0006297384014108528,0.0007446861059401508,408397.7907297812,0.0005986260549803892
"47-220718","2022-07-18",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,339210.0385376344,298899.96851612895,372450.46967741934,0.0004262066054239662,0.0003644881112934939,0.00048792509955443853,442811.196396589,0.0006287064453056601
"47-220720","2022-07-20",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,524796.7912343235,487459.89407260733,558001.477280528,0.0006491842226609043,0.0005242318054556726,0.0007741366398661359,396781.4801291029,0.0005875343605867908
"47-220722","2022-07-22",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,442450.2555380577,381641.3779317585,511079.16245669307,0.0007059766857381341,0.000526820382603668,0.0008851329888726002,438613.7685761151,0.0005819044924775088
"47-220725","2022-07-25",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,374345.5579325843,328495.4971086142,420743.90651685395,0.00027962878373243727,0.0002162256180618109,0.00034303194940306364,438613.7685761151,0.0006751611859155648
"47-220726","2022-07-26",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,499045.4922577031,461194.0784761905,536037.6694677871,0.0006703226493476562,0.0006052654121860891,0.0007353798865092232,380209.11759912485,0.0005519760396060758
"47-220729","2022-07-29",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,323831.5393267326,295042.81219801976,348605.99635643564,0.0008228180869235391,0.0007223296801658885,0.0009233064936811897,399074.1965056734,0.0004938396058278865
"47-220802","2022-08-02",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,133411.18581039755,112199.7191437309,154648.43381039758,0.0001160033930588304,0.00008560661057503345,0.00014640017554262734,365057.3511864934,0.0006749027068915872
"47-220803","2022-08-03",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,533402.0199884056,507207.6769391304,560014.1442782609,0.0005315673844035663,0.00045426502544482374,0.0006088697433623088,291712.07380429615,0.0005755796803082483
"47-220804","2022-08-04",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,4,272295.0219750446,231379.05505882355,323955.84188235295,0.0009786621854981025,0.0007695521235033721,0.0011877722474928328,361568.9006915204,0.0006275277131664361
"47-220809","2022-08-09",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,279009.66011111106,253797.39866666662,305886.26866666664,0.0003723535695976395,0.00032699721880751886,0.0004177099203877602,361568.9006915204,0.0007903115960503503
"47-220810","2022-08-10",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,924820.0061490196,862036.9705411765,985190.1185254902,0.0015700117350038504,0.0013980404869203809,0.0017419829830873199,338292.587274415,0.0008033089114151446
"47-220812","2022-08-12",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,4,196926.3373511111,169716,222667.94837333335,0.0008607052182493819,0.000595849498981916,0.0011255609375168479,367208.118056396,0.0007658755552686601
"47-220815","2022-08-15",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,463573.0797370892,406436.97382159624,515253.344600939,0.0005705593304979493,0.0003274018250560803,0.0008137168359398184,339847.0104697293,0.0007658755552686601
"47-220817","2022-08-17",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,359041.6143209876,327309.38479012344,381173.8285432098,0.0008663621170586489,0.0007506413238077996,0.0009820829103094981,283791.78635983536,0.0005412451970727912
"47-220819","2022-08-19",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,123452.70649221183,103736.78235514018,144205.28947040497,0.0001257524525136099,0.0001017987976996543,0.00014970610732756547,372674.033821828,0.00048497004587914303
"47-220822","2022-08-22",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,295407.4074074074,252148.14814814818,331851.8518518519,0.00019247104247104246,0.0001587122284998733,0.00022622985644221163,275944.80996872426,0.00045152111833136345
"47-220824","2022-08-24",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,468112.9285688889,441613.3287822222,494616.6991644444,0.0006918797646684372,0.0006256927063706869,0.0007580668229661875,200503.14650748004,0.0002628120142797543
"47-220826","2022-08-26",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,173385.40817777778,153540.08142222223,191417.77884444446,0.00047021254785461065,0.0002742348130648251,0.0006661902826443963,241392.1069921632,0.00035993934436232797
"47-220830","2022-08-30",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,132716.62393725492,111731.40581647058,155607.72467450978,0.00005724547454084541,0.00004061875174745145,0.00007387219733423938,195866.77134798933,0.00041560048166971764
"47-220831","2022-08-31",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,5,255383.50539130438,235855.24069565217,274914.5894492754,0.00041713444276133063,0.0003653791129178836,0.0004688897726047777,154977.8108633062,0.00028707808005681916
"47-220902","2022-09-02",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,158831.40047488586,137298.41851324204,179715.5267214612,0.0003594544543932117,0.0002969513491287354,0.00042195755965768796,115480.40927103565,0.00019560150647249738
"47-220906","2022-09-06",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,36419.30004067796,27565.549324293785,45396.33066666667,0.00008464534301591516,0.00006167287871993364,0.00010761780731189669,156369.3697557188,0.0003064312063876359
"47-220907","2022-09-07",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,54893.20340096617,48859.10789565216,61405.301673429945,0.0001427047220083653,0.0001221425733958159,0.00016326687062091468,92500.89675861732,0.00020397967376524986
"47-220909","2022-09-09",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,394387.1245977011,359590.6838620689,430558.39098850574,0.0010144957172202435,0.000882025598785689,0.001146965835654798,58441.31819471645,0.00012687101555799353
"47-220912","2022-09-12",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,63778.086399999986,55126.13978536585,73292.41434796747,0.00010977984489417258,0.00009042136841953045,0.0001291383213688147,100240.99125076295,0.00016234963809328006
"47-220914","2022-09-14",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,56652.66478318317,45976.97673033032,66477.85862342341,0.00012812847977144274,0.00010050481089627551,0.00015575214864660996,128439.54702673892,0.0001694403659535191
"47-220916","2022-09-16",1,"Petaluma, CA","Ellis Creek Water Recycling Facility",65000,6,180292.22256910565,162687.10009756096,197271.96734959347,0.0002162157125000322,0.0001902388659010095,0.00024219255909905488,117189.37278264233,0.0001694403659535191
